name,color,price_old,price_new,image,warranty,condition,accessories,CPU,RAM,capacity,battery
Điện thoại Mobell F209,Màu: Đen,220.000₫,620.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/04/15/8_46048228_mobellf209den_1744689494060.jpg,Chính hãng đến 15/08/2025,Có trầy xước,"Sách hướng dẫn,Hộp",Unisoc T107,48 MB,128 MB,1500 mAh
Điện thoại Mobell F209,Màu: Vàng,220.000₫,620.000₫,https://cdnv2.tgdd.vn/posimageused/posused/2025/03/20/0_46118500_mobellf209vang_1742473231665.jpg,Chính hãng đến 23/09/2025,Có trầy xước,"Hộp,Sạc liền cáp MicroUSB",Unisoc T107,48 MB,128 MB,1500 mAh
,,,,,,,,,,,
Điện thoại Mobell F209,Màu: Đen,220.000₫,620.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/02/21/0_45240909_mobellf209den_1740147000743.jpg,Chính hãng đến 06/07/2025,Có trầy xước,"Hộp, Sạc liền cáp MicroUSB",Unisoc T107,48 MB,128 MB,1500 mAh
Điện thoại Mobell F209,Màu: Đen,220.000₫,620.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/02/18/0_45950069_mobellf209den_1739850649498.jpg,Chính hãng đến 09/10/2025,Có trầy xước,"Hộp,Sạc liền cáp MicroUSB",Unisoc T107,48 MB,128 MB,1500 mAh
Điện thoại Mobell F209,Màu: Đen,220.000₫,620.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2024/12/12/0_45703565_mobellf209den_1733983228051.jpg,Chính hãng đến 02/08/2025,Có trầy xước,"Sách hướng dẫn,Hộp,Sạc liền cáp MicroUSB",Unisoc T107,48 MB,128 MB,1500 mAh
Điện thoại Mobell F209,Màu: Đỏ,220.000₫,620.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/04/08/0_45700739_mobellf209do_1744110337529.jpg,Chính hãng đến 01/08/2025,Có trầy xước,"Hộp, Sách hướng dẫn, Sạc liền cáp MicroUSB",Unisoc T107,48 MB,128 MB,1500 mAh
Điện thoại Mobell F209,Màu: Đỏ,220.000₫,620.000₫,"https://img.tgdd.vn/imgt/old/f_webp,fit_outside,quality_75/https://cdn.tgdd.vn/may-cu/Desktop/2024-01-16/0_43787801_mobellf209do_1705399576790.jpg",1 tháng tại TGDĐ,Có trầy xước,"Sách hướng dẫn,Hộp,Sạc liền cáp MicroUSB",Unisoc T107,48 MB,128 MB,1500 mAh
Điện thoại Mobell F209,Màu: Đỏ,220.000₫,620.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/01/25/0_45476621_mobellf209do_1737809002904.jpg,Chính hãng đến 09/08/2025,Có trầy xước,"Hộp, Sách hướng dẫn, Sạc liền cáp MicroUSB",Unisoc T107,48 MB,128 MB,1500 mAh
Điện thoại Mobell F209,Màu: Đen,230.000₫,620.000₫,https://cdnv2.tgdd.vn/posimageused/posused/2025/03/30/0_46160148_mobellf209den_1743312089330.jpg,Chính hãng đến 15/11/2025,Có trầy xước,"Hộp,Sạc liền cáp MicroUSB",Unisoc T107,48 MB,128 MB,1500 mAh
Điện thoại Mobell F209,Màu: Vàng,230.000₫,620.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/01/14/0_45497725_mobellf209vang_1736857269441.jpg,Chính hãng đến 30/10/2025,Có trầy xước,"Sách hướng dẫn,Sạc liền cáp MicroUSB",Unisoc T107,48 MB,128 MB,1500 mAh
Điện thoại Mobell F209,Màu: Đen,230.000₫,620.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/03/07/0_45994687_mobellf209den_1741313177097.jpg,Chính hãng đến 26/10/2025,Có trầy xước,Sách hướng dẫn,Unisoc T107,48 MB,128 MB,1500 mAh
Điện thoại Mobell F209,Màu: Đen,230.000₫,620.000₫,https://cdnv2.tgdd.vn/posimageused/posused/2025/03/07/0_45555145_mobellf209den_1741354996097.jpg,Chính hãng đến 10/11/2025,Có trầy xước,"Hộp, Sách hướng dẫn, Sạc liền cáp MicroUSB",Unisoc T107,48 MB,128 MB,1500 mAh
Điện thoại Mobell F209,Màu: Vàng,230.000₫,620.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/01/14/0_45497725_mobellf209vang_1736857269441.jpg,Chính hãng đến 30/10/2025,Có trầy xước,"Sách hướng dẫn,Sạc liền cáp MicroUSB",Unisoc T107,48 MB,128 MB,1500 mAh
Điện thoại Mobell F209,Màu: Vàng,230.000₫,620.000₫,https://cdnv2.tgdd.vn/posimageused/posused/2025/02/10/0_45933482_mobellf209vang_1739200816842.jpg,Chính hãng đến 02/11/2025,Có trầy xước,"Hộp,Sạc liền cáp MicroUSB",Unisoc T107,48 MB,128 MB,1500 mAh
Điện thoại Mobell F209,Màu: Vàng,230.000₫,620.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/02/01/0_45880629_mobellf209vang_1738395132309.jpg,Chính hãng đến 07/11/2025,Có trầy xước,"Hộp, Sạc liền cáp MicroUSB",Unisoc T107,48 MB,128 MB,1500 mAh
Điện thoại Mobell F209,Màu: Đen,230.000₫,620.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/04/08/0_45555897_mobellf209den_1744101160233.jpg,Chính hãng đến 26/10/2025,Có trầy xước,"Hộp, Sách hướng dẫn, Sạc liền cáp MicroUSB",Unisoc T107,48 MB,128 MB,1500 mAh
Điện thoại Mobell F209,Màu: Vàng,230.000₫,620.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/03/06/0_45676774_mobellf209vang_1741245559141.jpg,Chính hãng đến 01/11/2025,Có trầy xước,"Hộp,Sạc liền cáp MicroUSB",Unisoc T107,48 MB,128 MB,1500 mAh
Điện thoại Mobell F209,Màu: Đen,260.000₫,620.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/03/06/0_46048944_mobellf209den_1741250488161.jpg,Chính hãng đến 20/11/2025,Có trầy xước,"Sách hướng dẫn,Hộp,Sạc liền cáp MicroUSB",Unisoc T107,48 MB,128 MB,1500 mAh
Điện thoại Mobell F209,Màu: Đen,260.000₫,620.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/04/06/0_46115887_mobellf209den_1743905153782.jpg,Chính hãng đến 07/12/2025,Có trầy xước,"Sách hướng dẫn, Hộp, Sạc liền cáp MicroUSB",Unisoc T107,48 MB,128 MB,1500 mAh
Điện thoại Mobell F209,Màu: Đen,260.000₫,620.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/02/04/0_45873692_mobellf209den_1738657376748.jpg,Chính hãng đến 29/12/2025,Có trầy xước,"Sách hướng dẫn,Hộp",Unisoc T107,48 MB,128 MB,1500 mAh
Điện thoại Mobell F209,Màu: Vàng,260.000₫,620.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/03/04/0_46049615_mobellf209vang_1741069114611.jpg,Chính hãng đến 15/12/2025,Có trầy xước,"Hộp,Sạc liền cáp MicroUSB",Unisoc T107,48 MB,128 MB,1500 mAh
Điện thoại Mobell F209,Màu: Đen,260.000₫,620.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/03/24/0_45846123_mobellf209den_1742791900220.jpg,Chính hãng đến 17/12/2025,Có trầy xước,"Hộp, Sạc liền cáp MicroUSB",Unisoc T107,48 MB,128 MB,1500 mAh
Điện thoại Mobell F209,Màu: Đen,260.000₫,620.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/01/02/0_45783708_mobellf209den_1735824981845.jpg,Chính hãng đến 20/12/2025,Có trầy xước,Sạc liền cáp MicroUSB,Unisoc T107,48 MB,128 MB,1500 mAh
Điện thoại Mobell F209,Màu: Đen,260.000₫,620.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/04/06/0_46099570_mobellf209den_1743914910215.jpg,Chính hãng đến 15/12/2025,Có trầy xước,"Hộp, Sách hướng dẫn, Sạc liền cáp MicroUSB",Unisoc T107,48 MB,128 MB,1500 mAh
Điện thoại Mobell F209,Màu: Vàng,260.000₫,620.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/01/19/0_45868978_mobellf209vang_1737275962401.jpg,Chính hãng đến 17/12/2025,Có trầy xước,"Sách hướng dẫn,Hộp,Sạc liền cáp MicroUSB",Unisoc T107,48 MB,128 MB,1500 mAh
Điện thoại Mobell F209,Màu: Vàng,260.000₫,620.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/04/21/3_45853222_mobellf209vang_1745228830072.jpg,Chính hãng đến 29/09/2025,Có trầy xước,"Hộp,Sạc liền cáp MicroUSB",Unisoc T107,48 MB,128 MB,1500 mAh
